Description,StockCode,UnitPrice,ProfitMargin,DiscountedPrice,DiscountPct
BLUE VINTAGE SPOT BEAKER,23286,0.85,0.42,0.82,0.04
EGG FRYING PAN RED,23338,2.08,0.06,0.4,0.81
PINK VINTAGE SPOT BEAKER,23285,0.85,0.7,0.76,0.11
GREEN VINTAGE SPOT BEAKER,23288,0.85,0.53,0.73,0.14
JUMBO BAG VINTAGE CHRISTMAS,23343,2.08,1.22,1.98,0.05
GLASS BEAD HOOP NECKLACE BLACK,90026A,8.5,6.99,8.24,0.03
"FLOWER GLASS GARLAND NECKL.36""GREEN",90036B,7.95,3.36,7.55,0.05
ANTIQUE MID BLUE FLOWER EARRINGS,90001B,4.25,2.31,2.59,0.39
CHRISTMAS TABLE CANDLE SILVER SPIKE,23271,0.83,0.13,0.23,0.72
EGG FRYING PAN IVORY,23335,2.08,0.2,0.29,0.86
EGG FRYING PAN BLUE,23339,2.08,0.14,0.19,0.91
EGG FRYING PAN PINK,23336,2.08,2.05,2.04,0.02
EGG FRYING PAN MINT,23337,2.08,0.92,1.91,0.08
SPACE BOY CHILDRENS CUP,23292,1.25,0.61,0.85,0.32
DOLLY GIRL CHILDRENS CUP,23291,1.25,0.59,1.09,0.13
DOLLY GIRL CHILDRENS BOWL,23289,1.25,0.39,1.01,0.19
SPACEBOY CHILDRENS BOWL,23290,1.25,0.11,0.79,0.37
RED VINTAGE SPOT BEAKER,23287,0.85,0.08,0.5,0.41
VINTAGE  2 METER FOLDING RULER,23188,1.65,0.87,0.96,0.42
VINTAGE RED ENAMEL TRIM MUG,23251,1.25,0.42,0.79,0.37
VINTAGE RED ENAMEL TRIM PLATE,23249,1.65,1.47,1.47,0.11
VINTAGE RED TRIM ENAMEL BOWL,23250,1.25,0.42,1.21,0.03
VINTAGE DONKEY TAIL GAME,23229,3.39,0.67,1.08,0.68
BISCUIT TIN VINTAGE CHRISTMAS,23234,2.89,1.33,2.51,0.13
GLASS APOTHECARY BOTTLE PERFUME,23012,3.95,3.28,3.4,0.14
GLASS APOTHECARY BOTTLE ELIXIR,23014,3.95,2.7,2.73,0.31
DRAWER KNOB CERAMIC IVORY,23035,1.45,0.77,1.36,0.06
CROCHET DOG KEYRING,84551,1.65,0.04,1.39,0.16
GLASS  SONGBIRD STORAGE JAR,23020,12.5,10.4,11.25,0.1
DRAWER KNOB CRACKLE GLAZE IVORY,23032,1.65,0.76,1.17,0.29
DRAWER KNOB CRACKLE GLAZE BLUE,23028,1.65,0.68,1.55,0.06
DRAWER KNOB CRACKLE GLAZE PINK,23031,1.65,0.08,1.57,0.05
DRAWER KNOB CRACKLE GLAZE GREEN,23029,1.65,1.4,1.4,0.15
DRAWER KNOB CERAMIC RED,23033,1.45,0.52,0.88,0.39
DRAWER KNOB CERAMIC BLACK,23034,1.45,0.85,1.09,0.25
GLASS APOTHECARY BOTTLE TONIC,23013,3.95,0.97,1.62,0.59
TRANSPARENT ACRYLIC TAPE DISPENSER,16254,0.85,0.71,0.77,0.09
JUMBO BAG 50'S CHRISTMAS,23344,2.08,1.57,1.91,0.08
SMALL BONNE JAM JAR  T-LIGHT HOLDER,23022,1.79,1.7,1.74,0.03
GLASS TWIST BON BON JAR,23016,6.65,2.21,6.25,0.06
DRAWER KNOB VINTAGE GLASS STAR,23026,1.79,1.14,1.66,0.07
PACK OF 6 LARGE FRUIT STRAWS,23119,0.62,0.04,0.55,0.11
CORDIAL GLASS JUG,23015,8.25,8.2,8.17,0.01
COCKTAIL SWORDS 50 PIECES,23123,0.83,0.16,0.26,0.69
PARTY CHARMS 50 PIECES,23122,0.83,0.74,0.76,0.08
PACK OF 6 SMALL FRUIT STRAWS,23120,0.42,0.39,0.41,0.03
PACK OF 6 COCKTAIL PARASOL STRAWS,23121,0.42,0.38,0.39,0.08
18PC WOODEN CUTLERY SET DISPOSABLE,23124,1.25,0.26,0.55,0.56
6PC WOOD PLATE SET DISPOSABLE,23125,1.25,1.06,1.17,0.06
T-LIGHT HOLDER SILVER HEART HANDLE,23039,1.95,0.45,1.54,0.21
GLASS BONNE JAM JAR,23021,8.29,6.56,7.21,0.13
RIDGED BONNE JAM JAR T-LIGHT HOLDER,23023,1.65,0.34,1.19,0.28
CLASSICAL ROSE TABLE LAMP,84679,19.95,5.94,15.16,0.24
SMALL APOTHECARY MEASURING JAR,23019,8.25,7.85,8.08,0.02
TREE T-LIGHT HOLDER WILLIE WINKIE,23272,1.65,0.91,1.24,0.25
T-LIGHT HOLDER SILVER PETIT FOUR,23036,1.25,0.58,0.88,0.3
PANTRY MAGNETIC  SHOPPING LIST,23198,1.45,1.25,1.32,0.09
DRAWER KNOB VINTAGE GLASS HEXAGON,23027,2.08,1.8,2.0,0.04
LARGE BONNE JAM JAR  T-LIGHT HOLDER,23024,2.89,1.07,1.1,0.62
CHRISTMAS TREE HANGING SILVER,23223,0.83,0.59,0.66,0.21
CHRISTMAS TREE HANGING GOLD,23222,0.83,0.34,0.71,0.15
SKETCHBOOK MAGNETIC SHOPPING LIST,23197,1.45,1.19,1.41,0.03
RETRO LEAVES MAGNETIC NOTEPAD,23196,1.45,1.24,1.3,0.1
SET OF 4 SANTA PLACE SETTINGS,23267,1.25,0.87,1.19,0.05
WHITE WICKER STAR,23323,2.1,1.66,1.95,0.07
IVORY REFECTORY CLOCK,23315,9.95,5.85,7.56,0.24
RED REFECTORY CLOCK,23316,9.95,6.87,9.55,0.04
MINT DINER WALL CLOCK,23342,8.5,2.25,4.93,0.42
PINK DINER WALL CLOCK,23341,8.5,1.25,5.86,0.31
CANDLE HOLDER SILVER MADELINE,23037,1.65,0.83,1.39,0.16
DIAMANTE NECKLACE PURPLE,90176D,7.5,1.4,4.12,0.45
BLUE REFECTORY CLOCK,23317,9.95,0.68,5.77,0.42
APOTHECARY MEASURING JAR,23017,12.5,4.5,11.62,0.07
LARGE APOTHECARY MEASURING JAR,23018,12.5,9.78,11.5,0.08
DRAWER KNOB VINTAGE GLASS BALL,23025,2.08,1.93,1.96,0.06
PINK EASTER HENS+FLOWER,84746,2.46,1.74,2.24,0.09
BOX OF 6 MINI VINTAGE CRACKERS,23318,4.96,4.68,4.71,0.05
BAROQUE BUTTERFLY EARRINGS CRYSTAL,90025F,3.73,2.55,3.39,0.09
ROSE SCENT CANDLE IN JEWELLED BOX,72802a,8.29,5.14,6.55,0.21
ROUND BLUE CLOCK WITH SUCKER,81952B,0.19,0.09,0.12,0.39
ROUND PURPLE CLOCK WITH SUCKER,81952V,0.19,0.09,0.13,0.33
FLOWER BLUE CLOCK WITH SUCKER,81950B,0.29,0.26,0.27,0.07
GIANT 50'S CHRISTMAS CRACKER,23320,2.89,2.85,2.83,0.02
PACKING CHARGE,23574,7.5,3.57,6.38,0.15
GREEN CRYSTAL DROP EARRINGS,90011C,2.9,2.05,2.7,0.07
BOX OF 6 MINI 50'S CRACKERS,23319,2.49,1.63,1.72,0.31
COPPER AND BRASS BAG CHARM,90043,4.95,1.88,4.36,0.12
IVORY GOLD METAL BAG CHARM,90049,4.95,3.09,4.11,0.17
WHITE WITH METAL BAG CHARM,90046,4.95,0.42,3.81,0.23
GREEN WITH METAL BAG CHARM,90048,4.95,1.79,1.83,0.63
SET/3 VANILLA SCENTED CANDLE IN BOX,72807c,8.29,5.58,5.8,0.3
RED PEONY TABLE CLOCK,84706F,2.95,1.05,2.04,0.31
LILAC FEATHERS CURTAIN,44242A,0.79,0.66,0.71,0.1
VINTAGE BEAD PINK JEWEL BOX,35645,4.25,2.66,3.61,0.15
T-LIGHT HOLDER SILVER SAUCER,23038,0.83,0.51,0.78,0.06
GARDENIA 1 WICK MORRIS BOXED CANDLE,85036a,8.29,8.18,8.12,0.02
VINTAGE CHRISTMAS BUNTING,23313,4.95,2.6,3.07,0.38
SET OF 6 TEA TIME BAKING CASES,23296,1.04,0.49,0.56,0.46
SET OF 6 SNACK LOAF BAKING CASES,23294,0.72,0.36,0.61,0.15
SET OF 12 FAIRY CAKE BAKING CASES,23293,0.72,0.22,0.39,0.46
SET OF 12 MINI LOAF BAKING CASES,23295,0.72,0.06,0.63,0.12
SET 40 HEART SHAPE PETIT FOUR CASES,23297,1.45,0.1,0.39,0.73
BROWN VINTAGE VICTORIAN EARRINGS,90067B,2.9,2.13,2.49,0.14
PSYCHEDELIC METAL SIGN CALENDAR,84924F,0.79,0.2,0.61,0.23
ROUND BLUE CLOCK WITH SUCKER,81953B,0.19,0.18,0.18,0.04
ROUND ARTICULATED PINK CLOCK W/SUCK,81953P,0.19,0.02,0.03,0.85
PINK/BLUE STRING CURTAIN,35638B,19.13,5.71,11.48,0.4
VINTAGE CHRISTMAS STOCKING,23311,2.55,0.62,1.48,0.42
VINTAGE CHRISTMAS TABLECLOTH,23314,12.5,12.29,12.25,0.02
AMBER BERTIE MOBILE PHONE CHARM,90126C,3.29,0.7,1.58,0.52
PINK BEADS+HAND PHONE CHARM,90127A,2.46,1.65,1.75,0.29
VINTAGE CHRISTMAS GIFT SACK,23312,4.15,0.8,2.28,0.45
SPOTTED WHITE NATURAL SEED NECKLACE,90030A,1.0,0.1,0.41,0.59
ORANGE PENDANT TRIPLE SHELL NECKLAC,90141E,4.95,4.15,4.85,0.02
WRAP ALPHABET POSTER,23550,0.42,0.19,0.29,0.32
LAUREL STAR ANTIQUE GOLD,23218,1.25,1.23,1.23,0.02
BLUE/YELLOW CERAMIC CANDLE HOLDER,37491B,1.65,0.88,1.32,0.2
GREEN/BLUE CERAMIC CANDLE HOLDER,37491C,1.65,0.52,0.54,0.67
AMBER 3 BEAD DROP EARRINGS,90182A,2.9,1.6,2.26,0.22
PURPLE DRESS JEWELLERY STAND,84402B,0.79,0.72,0.76,0.04
WRAP BIRD GARDEN,23549,0.42,0.41,0.41,0.02
WRAP PAISLEY PARK,23546,0.42,0.09,0.41,0.02
THE KING GIFT BAG 25x24x12cm,16162M,0.42,0.26,0.37,0.13
BLUE MONTE CARLO HANDBAG,84857B,1.95,0.21,1.13,0.42
CUTE RABBIT CEATURE SCREEN,84732D,0.39,0.32,0.34,0.13
CUTE BIRD CEATURE SCREEN,84732B,0.39,0.05,0.15,0.62
WRAP RED DOILEY,23545,0.42,0.36,0.39,0.07
WRAP FLOWER SHOP,23547,0.42,0.16,0.28,0.34
WRAP MAGIC FOREST,23548,0.42,0.19,0.27,0.35
WHITE STONE/CRYSTAL EARRINGS,90130A,2.9,2.82,2.84,0.02
BIRD ON BRANCH CANVAS SCREEN,84387A,1.95,0.37,0.84,0.57
WRAP 50'S  CHRISTMAS,16169E,0.42,0.08,0.22,0.48
SPACEBOY BEAKER,23346,1.25,0.28,1.03,0.18
DOLLY GIRL BEAKER,23345,1.25,0.24,0.5,0.6
I LOVE LONDON BEAKER,23347,1.25,0.63,0.75,0.4
ORIENTAL RED CUSHION COVER,84984D,4.65,2.04,3.81,0.18
LIGHT PINK FLOCK GLASS CANDLEHOLDER,79336,0.38,0.24,0.33,0.14
VINTAGE CHRISTMAS CAKE FRILL,23340,1.65,0.89,1.19,0.28
VINTAGE BEAD PINK JEWEL STAND,35650,4.95,0.75,0.99,0.8
SET 8 CANDLES VINTAGE DOILEY,23360,1.95,1.55,1.62,0.17
SET OF 12 T-LIGHTS VINTAGE DOILEY,23359,1.95,1.51,1.87,0.04
VINTAGE CHRISTMAS PAPER GIFT BAG,23373,0.82,0.04,0.12,0.85
GIFT BAG LARGE VINTAGE CHRISTMAS,23436,1.25,0.37,0.73,0.42
6 GIFT TAGS VINTAGE CHRISTMAS,23353,0.83,0.59,0.66,0.2
6 GIFT TAGS 50'S CHRISTMAS,23354,0.83,0.18,0.48,0.42
RED SPOT PAPER GIFT BAG,23374,0.82,0.45,0.57,0.31
Dotcomgiftshop Gift Voucher £100.00,22016,83.33,41.74,77.5,0.07
RED SPOT GIFT BAG LARGE,23438,1.25,0.97,0.99,0.21
SET OF 12 FORK CANDLES,23189,2.49,1.57,2.24,0.1
BLUE PAINTED KASHMIRI CHAIR,84963B,49.95,3.54,44.46,0.11
ROLL WRAP VINTAGE CHRISTMAS,23349,1.25,0.35,0.69,0.45
ROLL WRAP VINTAGE SPOT,23350,1.25,0.24,1.01,0.19
ROLL WRAP 50'S RED CHRISTMAS,23352,1.25,0.82,0.86,0.31
ROLL WRAP 50'S CHRISTMAS,23351,1.25,0.17,0.21,0.83
RUSTIC STRAWBERRY JAMPOT LARGE,23324,2.08,0.96,1.14,0.45
PURPLE ENAMEL+GLASS HAIR COMB,90209A,2.1,0.91,1.24,0.41
IVORY WICKER HEART LARGE,23332,1.65,0.48,0.5,0.7
DECORATIVE WICKER HEART LARGE,23329,1.65,0.84,1.32,0.2
DECORATIVE WICKER HEART MEDIUM,23330,1.25,1.11,1.23,0.02
IVORY WICKER HEART SMALL,23334,0.55,0.31,0.42,0.24
IVORY WICKER HEART MEDIUM,23333,1.04,0.74,0.95,0.09
SET 6 SCHOOL MILK BOTTLES IN CRATE,23328,7.46,3.8,5.89,0.21
DECORATIVE WICKER HEART SMALL,23331,0.63,0.49,0.57,0.09
HANGING CLEAR MINI BOTTLE,23327,0.63,0.4,0.57,0.1
HANGING MINI COLOURED BOTTLES,23326,0.63,0.53,0.54,0.15
RUSTIC STRAWBERRY JAMPOT SMALL,23325,1.65,1.05,1.12,0.32
"ACRYLIC JEWEL ANGEL,PINK",35816P,0.38,0.23,0.24,0.38
CRACKED GLAZE NECKLACE BROWN,90052,7.07,0.83,4.52,0.36
PINK/WHITE CHRISTMAS TREE 30CM,35597D,0.38,0.11,0.13,0.67
"ACRYLIC JEWEL ICICLE, BLUE",35818B,0.38,0.3,0.35,0.07
HOT WATER BOTTLE SEX BOMB,23357,4.95,1.47,3.61,0.27
HOT STUFF HOT WATER BOTTLE,23358,3.75,2.45,2.51,0.33
50'S CHRISTMAS PAPER GIFT BAG,23375,0.82,0.63,0.66,0.2
LOVE HOT WATER BOTTLE,23356,5.95,3.92,4.7,0.21
3 BLACK CATS W HEARTS BLANK CARD,84206A,0.19,0.02,0.12,0.39
HAPPY BIRTHDAY CARD STRIPEY TEDDY,84201B,0.19,0.07,0.13,0.3
HOT WATER BOTTLE KEEP CALM,23355,4.95,1.88,4.26,0.14
DIAMANTE NECKLACE GREEN,90176E,7.5,3.28,6.22,0.17
50'S CHRISTMAS GIFT BAG LARGE,23437,1.25,0.62,1.05,0.16
SET 4 VALENTINE DECOUPAGE HEART BOX,85184c,5.79,4.12,4.86,0.16
ICE CREAM BUBBLES,23445,0.83,0.04,0.76,0.09
HAND WARMER RED LOVE HEART,23439,2.1,1.78,1.87,0.11
NATURAL HANGING QUILTED HEARTS,23431,0.72,0.21,0.48,0.34
HANGING QUILTED PATCHWORK APPLES,23433,0.83,0.67,0.81,0.03
HAPPY BIRTHDAY CARD TEDDY/CAKE,84201C,0.19,0.15,0.16,0.16
FILIGREE DIAMANTE CHAIN,90020,12.48,7.7,12.23,0.02
PRETTY HANGING QUILTED HEARTS,23432,0.83,0.51,0.64,0.23
PACK OF 12 VINTAGE CHRISTMAS TISSUE,23376,0.39,0.02,0.2,0.48
PACK OF 12 50'S CHRISTMAS TISSUES,23378,0.39,0.14,0.37,0.06
PACK OF 12 PAISLEY PARK TISSUES,23551,0.39,0.03,0.11,0.71
SET 10 CARDS PERFECT POST 17090,23620,2.49,0.73,1.69,0.32
SET 10 CARD CHRISTMAS WELCOME 17112,23623,2.91,1.35,1.6,0.45
SET 10 CARDS XMAS CHOIR 17068,23634,2.91,1.28,1.54,0.47
BUTTERFLY CUSHION COVER,23396,3.75,1.88,1.88,0.5
BELLE JARDINIERE CUSHION COVER,23395,3.75,1.89,2.33,0.38
POSTE FRANCE CUSHION COVER,23394,3.75,1.26,2.62,0.3
SET OF 2 TRAYS HOME SWEET HOME,23407,9.95,9.56,9.75,0.02
HOME SWEET HOME CUSHION COVER,23393,3.75,2.24,3.15,0.16
STOOL HOME SWEET HOME,23427,12.5,9.65,11.38,0.09
FOOT STOOL HOME SWEET HOME,23397,9.95,5.73,8.86,0.11
PACK OF 12 DOLLY GIRL TISSUES,23377,0.39,0.08,0.21,0.47
HOME SWEET HOME HANGING HEART,23399,0.85,0.45,0.55,0.35
TRELLIS COAT RACK,23411,4.95,0.81,3.61,0.27
HANGING HEART BONHEUR,23398,0.85,0.14,0.25,0.71
STORAGE TIN HOME SWEET HOME,23425,2.49,2.05,2.14,0.14
ZINC BOX SIGN HOME,23414,9.95,0.65,8.46,0.15
GINGHAM RECIPE BOOK BOX,23424,4.95,0.74,1.88,0.62
HOME SWEET HOME BLACKBOARD,23404,4.95,2.66,3.81,0.23
HOME SWEET HOME KEY HOLDER,23406,6.25,5.75,6.06,0.03
HOME SWEET HOME 2 DRAWER CABINET,23405,4.95,4.91,4.85,0.02
PACK OF 12 RED APPLE TISSUES,23379,0.39,0.25,0.32,0.19
PACK OF 12 VINTAGE LEAF TISSUES,23381,0.39,0.15,0.3,0.23
PACK OF 12 VINTAGE DOILY TISSUES,23380,0.39,0.05,0.22,0.43
HOME SWEEET HOME 3 PEG HANGER,23402,3.75,2.81,2.85,0.24
LETTER HOLDER HOME SWEET HOME,23403,3.75,3.32,3.67,0.02
METAL SIGN DROP YOUR PANTS,23426,2.89,0.18,0.64,0.78
HEART MIRROR ANTIQUE WHITE,23412,7.5,4.53,6.9,0.08
SPACEBOY ROCKET LOLLY MAKERS,23392,2.08,1.83,2.04,0.02
SHELF WITH 4 HOOKS HOME SWEET HOME,23400,6.25,0.45,3.25,0.48
SET 10 CARDS 12 DAYS WRAP  17058,23614,3.33,1.93,2.1,0.37
SET 10 CARDS OUT OF ORDER 17216,23637,2.49,1.61,1.72,0.31
HOME SWEET HOME HOOK,23415,1.65,0.93,1.2,0.27
BATHROOM HOOK,23417,1.65,1.56,1.58,0.04
VINTAGE COFFEE GRINDER BOX,23413,4.95,3.11,4.75,0.04
PHOTO FRAME LINEN AND LACE LARGE,23409,3.75,2.61,3.08,0.18
SET 10 CARDS SCOTTIE DOG 17211,23640,2.49,1.5,1.77,0.29
PHOTO FRAME LINEN AND LACE SMALL,23408,2.08,1.09,1.87,0.1
RUSTIC MIRROR WITH LACE HEART,23401,6.25,5.25,5.56,0.11
PANTRY HOOK BALLOON WHISK,23422,4.13,3.88,4.01,0.03
SET 10 XMAS CARDS & BADGES 17070,23613,2.49,1.61,1.74,0.3
SET 10 CARDS JINGLE BELLS 16957,23646,2.49,0.2,0.97,0.61
CURIO CABINET LINEN AND LACE,23410,8.15,3.05,4.56,0.44
WOODLAND BUNNIES LOLLY MAKERS,23559,2.08,1.58,1.98,0.05
PANTRY 3 HOOK ROLLING PIN HANGER,23423,3.75,2.88,3.49,0.07
PANTRY HOOK SPATULA,23421,2.08,0.66,1.64,0.21
3 RAFFIA RIBBONS VINTAGE CHRISTMAS,23435,4.13,3.02,3.68,0.11
LAVENDER TOILETTE BOTTLE,23418,2.08,0.13,1.6,0.23
HOME SWEET HOME BOTTLE,23419,2.08,1.39,1.44,0.31
3 RAFFIA RIBBONS 50'S CHRISTMAS,23434,2.08,1.45,1.58,0.24
I LOVE LONDON MINI BACKPACK,23391,4.15,2.42,2.49,0.4
DOLLY GIRL MINI BACKPACK,23390,4.15,0.54,1.37,0.67
SPACEBOY MINI BACKPACK,23389,4.15,0.77,2.45,0.41
EMBOSSED HEART TRINKET BOX,23074,2.08,1.82,1.91,0.08
WOODLAND MINI BACKPACK,23388,4.15,1.41,2.99,0.28
CHAMBRE HOOK,23416,1.65,0.96,1.48,0.1
SET 10 CARDS RED RIDING HOOD 17214,23611,2.49,0.69,2.14,0.14
SET 10 CARDS HATS & STOCKINGS 17081,23607,1.66,1.5,1.59,0.04
CHRISTMAS HANGING SNOWFLAKE,23058,2.49,0.56,0.6,0.76
PANTRY HOOK TEA STRAINER,23420,2.08,1.85,1.98,0.05
SET 6 CARDS SPARKLY REINDEER 17262,23625,4.99,3.12,3.49,0.3
SET 10 CARDS MAGICAL TREE 17086,23639,3.33,2.54,2.96,0.11
PANTRY CHOPPING BOARD,23113,4.95,3.11,4.21,0.15
"ACRYLIC HANGING JEWEL,PINK",35819P,1.25,0.54,0.69,0.45
BLUE CLIMBING HYDRANGA ART FLOWER,84805B,3.75,0.3,2.74,0.27
FAIRY CAKE DESIGN UMBRELLA,15060b,8.29,2.23,3.98,0.52
SET 10 CARDS DRESSING UP 17077,23629,2.49,1.51,2.32,0.07
SET 10 CARDS HANGING BAUBLES 17080,23630,2.99,2.5,2.84,0.05
PLAYING CARDS KEEP CALM & CARRY ON,23503,1.25,0.53,0.86,0.31
SET 12 COLOURING PENCILS DOILY,23366,0.65,0.13,0.57,0.12
SET 12 COLOUR PENCILS SPACEBOY,23367,0.65,0.5,0.6,0.07
PLAYING CARDS JUBILEE UNION JACK,23504,1.25,0.44,0.54,0.57
SET 36 COLOUR PENCILS SPACEBOY,23371,1.25,0.97,1.01,0.19
MINI PLAYING CARDS SPACEBOY,23506,0.42,0.34,0.34,0.18
PLAYING CARDS VINTAGE DOILEY,23502,1.25,0.06,1.19,0.05
SET 36 COLOUR PENCILS DOILEY,23370,1.25,0.64,0.66,0.47
VINTAGE DOILY TRAVEL SEWING KIT,23493,1.95,0.98,1.68,0.14
SET 12 COLOUR PENCILS LOVE LONDON,23365,0.65,0.28,0.33,0.5
SET 36 COLOUR PENCILS LOVE LONDON,23369,1.25,0.37,1.15,0.08
EMBROIDERED RIBBON REEL RUBY,23520,3.75,0.76,2.25,0.4
EMBROIDERED RIBBON REEL EMILY,23511,2.08,1.6,1.85,0.11
EMBROIDERED RIBBON REEL REBECCA,23517,2.89,0.81,0.84,0.71
SET 12 COLOUR PENCILS DOLLY GIRL,23368,0.65,0.51,0.52,0.2
PLAYING CARDS I LOVE LONDON,23505,1.25,1.15,1.23,0.02
SET 36 COLOUR PENCILS DOLLY GIRL,23372,1.25,0.7,0.89,0.29
EMBROIDERED RIBBON REEL ROSIE,23512,2.08,1.07,1.87,0.1
EMBROIDERED RIBBON REEL DAISY,23515,2.08,0.16,1.89,0.09
EMBROIDERED RIBBON REEL SALLY,23514,2.08,1.43,1.89,0.09
EMBROIDERED RIBBON REEL RACHEL,23518,2.89,1.32,1.39,0.52
MINI PLAYING CARDS GYMKHANA,23510,0.42,0.38,0.39,0.08
MINI PLAYING CARDS DOLLY GIRL,23508,0.42,0.04,0.29,0.32
MINI PLAYING CARDS FUN FAIR,23509,0.42,0.38,0.4,0.05
MINI PLAYING CARDS BUFFALO BILL,23507,0.42,0.23,0.27,0.36
EMBROIDERED RIBBON REEL SUSIE,23513,2.08,0.41,1.64,0.21
SET 10 CARD PERFECT NATIVITY 17089,23624,2.49,0.3,2.42,0.03
ROUND CACTUS CANDLE,20935,2.95,1.32,2.63,0.11
LARGE BLACK DIAMANTE HAIRSLIDE,20678,1.65,0.91,1.6,0.03
SET 10 CARDS CHRISTMAS ROBIN 17095,23610,2.08,0.06,1.33,0.36
SET 10 CARDS SNOWY SNOWDROPS  17100,23601,2.49,2.39,2.44,0.02
SET 10 CARDS CHEERFUL ROBIN 17065,23632,2.08,1.48,1.89,0.09
EMBROIDERED RIBBON REEL SOPHIE,23516,3.75,1.66,2.93,0.22
EMBROIDERED RIBBON REEL CLAIRE,23519,3.75,0.97,3.0,0.2
VINTAGE DOILY DELUXE SEWING KIT,23494,5.95,4.87,4.94,0.17
SET 10 CARDS ROBIN WATERPUMP  17096,23638,2.91,1.43,2.04,0.3
SET 10 CARDS FILIGREE BAUBLE 16961,23650,2.49,1.9,2.34,0.06
SWEETHEART BIRD HOUSE,23461,4.15,2.85,3.65,0.12
TUSCAN VILLA DOVECOTE,23466,8.25,7.97,8.0,0.03
CARD HOLDER LOVE BIRD SMALL,23469,4.15,3.07,3.2,0.23
HEART TRELLISTRIPLE T-LIGHT HOLDER,23484,2.89,1.67,1.85,0.36
VINTAGE LEAF CHOPPING BOARD,23114,4.95,0.64,3.76,0.24
POPPY FIELDS CHOPPING BOARD,23117,4.95,0.69,1.19,0.76
RED APPLES CHOPPING BOARD,23115,4.95,4.07,4.8,0.03
SIX DRAWER OFFICE TIDY,23471,9.95,3.03,6.67,0.33
VEGETABLE GARDEN CHOPPING BOARD,23116,4.95,3.81,4.06,0.18
SET 10 CARDS CHRISTMAS TREE 16955,23644,3.33,2.44,3.03,0.09
NINE DRAWER OFFICE TIDY,23472,14.95,8.24,8.82,0.41
CARD HOLDER LOVE BIRD LARGE,23470,6.25,1.34,1.81,0.71
HORSE & PONY WALL ART,23524,3.75,2.2,3.0,0.2
BICYCLE SAFTEY WALL ART,23535,5.95,2.29,3.39,0.43
STOP FOR TEA WALL ART,23534,5.95,4.13,5.59,0.06
WALL ART CLASSIC PUDDINGS,23541,8.25,7.03,7.34,0.11
BUFFALO BILL WALL ART,23525,3.75,2.26,3.34,0.11
WALL ART WORK REST AND PLAY,23532,4.95,1.84,4.06,0.18
WALL ART LOVES' SECRET,23539,5.95,2.07,2.14,0.64
DOG AND BALL WALL ART,23522,1.63,1.38,1.58,0.03
DOG LICENCE WALL ART,23526,3.88,3.57,3.65,0.06
WALL ART GARDEN HAVEN,23533,3.88,3.45,3.69,0.05
70'S ALPHABET WALL ART,23542,6.67,3.58,3.87,0.42
SPACEBOY WALL ART,23528,2.66,2.57,2.58,0.03
KEEP CALM WALL ART,23543,7.45,6.48,7.23,0.03
WALL ART ONLY ONE PERSON,23530,3.58,0.68,0.86,0.76
WALL ART VINTAGE HEART,23538,3.58,2.29,2.65,0.26
CAT AND BIRD WALL ART,23521,1.12,0.75,0.81,0.28
TREASURE AHOY WALL ART,23523,2.66,0.52,2.26,0.15
WALL ART BIG LOVE,23531,4.77,3.21,4.25,0.11
ANIMALS AND NATURE WALL ART,23527,3.75,1.9,2.81,0.25
HANGING  BUTTERFLY T-LIGHT HOLDER,23483,1.25,0.9,0.91,0.27
DOLLY GIRL WALL ART,23529,3.75,0.16,0.34,0.91
VILLAGE SHOW WALL ART,23536,5.95,1.25,2.02,0.66
WALL ART MID CENTURY MODERN,23544,8.25,7.62,7.67,0.07
WALL ART THE MAGIC FOREST,23540,6.25,2.08,4.38,0.3
I LOVE LONDON WALL ART,23537,4.95,2.1,3.71,0.25
SET 10 MINI SANTA & SNOWMAN  17087,23604,1.66,0.1,0.48,0.71
SET 10 CARDS DINKY TREE 17076,23626,2.49,1.58,1.79,0.28
KEY RING BASEBALL BOOT ASSORTED,23500,1.04,0.2,0.48,0.54
TUSCAN VILLA FEEDING STATION,23465,8.25,1.85,5.36,0.35
KEY RING BASEBALL BOOT UNION JACK,23501,1.04,0.38,0.67,0.36
SET 10 CARDS 12 DAYS OF XMAS 17059,23605,2.91,2.48,2.71,0.07
SET 10 CARDS POINSETTIA 17093,23619,2.49,0.78,1.84,0.26
SET 10 CARDS CHRISTMAS HOLLY  17259,23635,4.16,3.1,3.41,0.18
SET 10 MINICARDS CUTE SNOWMAN 17071,23612,1.66,0.12,0.63,0.62
TUSCAN VILLA BIRD TABLE,23468,8.25,4.25,6.77,0.18
UBO-LIGHT TRIOBASE PURPLE,79157V,0.85,0.69,0.77,0.1
SILVER 2 STRAND NECKLACE-LEAF CHARM,90189A,7.5,3.03,6.0,0.2
CREAM BUNNY EASTER EGG BASKET,23448,1.65,0.18,0.91,0.45
PINK BUNNY EASTER EGG BASKET,23447,1.65,0.61,0.63,0.62
BLUE BUNNY EASTER EGG BASKET,23446,1.65,0.22,1.14,0.31
S/4 BLACK DISCO PARTITION PANEL,85115B,8.29,8.1,8.12,0.02
BLACK VINT ART DEC CRYSTAL BRACELET,90065B,6.75,4.73,6.08,0.1
BOX OF 6 CHRISTMAS CAKE DECORATIONS,23382,3.75,0.55,3.41,0.09
HENRIETTA HEN MUG,23660,1.65,1.14,1.42,0.14
